KeywordID,Keyword
17179871100,Blockchain
17179871101,Food
17179871102,Agriculture
17179871103,Farm to fork
17179871104,Production conditions
17179871105,Public policy
17179871106,CAP
17179871107,Traceability
17179871108,Agri-food industry
17179871109,Agribusiness
17179871110,bitcoin
17179871111,blockchain
17179871112,cryptocurrency
17179871113,ethereum
17179871114,survey
17179871115,Anomaly detection
17179871116,Blockchain
17179871117,Bitcoin transactions
17179871118,Data imbalance
17179871119,Data sampling
17179871120,Explainable AI
17179871121,Machine learning
17179871122,Decision tree
17179871123,Anomaly rules
17179871124,Connectivity
17179871125,Blockchain
17179871126,Digital platforms and ecosystems
17179871127,Decentralization
17179871128,Value creation
17179871129,International business
17179871130,P2P trading
17179871131,Smart contracts
17179871132,Double auction
17179871133,Fair pricing
17179871134,Hybrid market
17179871135,Blockchain
17179871136,Sharing economy
17179871137,User acceptance
17179871138,PLS-SEM
17179871139,Multigroup analysis (MGA)
17179871140,Peer-to-peer accommodation
17179871141,Ecosystem
17179871142,Edge computing
17179871143,Feedback Stackelberg game
17179871144,Private blockchain
17179871145,Scalable computing power
17179871146,Smart agriculture
17179871147,Blockchain
17179871148,Explainable AI
17179871149,Bibliometric
17179871150,Blockchain
17179871151,Collaboration management
17179871152,Edge computing
17179871153,Time-sensitive networking
17179871154,Data integration
17179871155,Data interoperability
17179871156,Health data
17179871157,Blockchain
17179871158,Blockchain technology
17179871159,Ownership structure
17179871160,Cash holdings
17179871161,China
17179871162,Blockchain
17179871163,Consensus algorithm
17179871164,Smart contract
17179871165,Risk
17179871166,Blockchain security
17179871167,Industrial information integration
17179871168,Federated learning
17179871169,Space informatics
17179871170,Threshold signature
17179871171,Space-air-ground-sea
17179871172,Unmanned aerial vehicles
17179871173,Halal
17179871174,Food safety
17179871175,Beef supply chain
17179871176,Blockchain technology
17179871177,Supply chain management
17179871178,Additive symbiotic networks
17179871179,Blockchain technology
17179871180,Additive manufacturing
17179871181,Symbiotic networks
17179871182,Internet of things
17179871183,Blockchain
17179871184,Decentralization
17179871185,Lightweight consensus
17179871186,Proof-of-trusted-work
17179871187,Blockchain
17179871188,Small construction projects
17179871189,Challenges
17179871190,Partial least square technique
17179871191,N/A
17179871192,Crowdsourcing
17179871193,Dual fairness
17179871194,Blockchain
17179871195,Human intelligence task
17179871196,Truth discovery
17179871197,Five-dimensional hyper chaos
17179871198,Blockchain encryption
17179871199,Dynamic DNA coding
17179871200,Education-based Blockchain
17179871201,Digital construction
17179871202,Blockchain
17179871203,Construction supply chain
17179871204,Fragmentation
17179871205,BIM
17179871206,Construction cost management
17179871207,Automated decision making
17179871208,Blockchain
17179871209,Distributed Ledger Technology
17179871210,Blockchain-enabled services
17179871211,Privacy
17179871212,Consumer
17179871213,Brand
17179871214,Experiment
17179871215,Privacy Calculus
17179871216,Disintermediation
17179871217,Re-intermediation
17179871218,Blockchain
17179871219,Federated learning
17179871220,Consensus scheme
17179871221,Accuracy dependent throughput management
17179871222,Halal
17179871223,Food safety
17179871224,Beef supply chain
17179871225,Blockchain technology
17179871226,Blockchain
17179871227,Group signature
17179871228,Privacy
17179871229,Anonymity
17179871230,Traceability
17179871231,Blockchain
17179871232,Security
17179871233,Central bank
17179871234,Foreign exchange
17179871235,Reserve
17179871236,PoA
17179871237,Assembly supply chain
17179871238,Core component
17179871239,Supplier encroachment
17179871240,Blockchain
17179871241,Synergic schemes
17179871242,Blockchain
17179871243,Smart contracts
17179871244,Cryptocurrencies
17179871245,Non-fungible tokens
17179871246,Play-to-earn games
17179871247,Brand
17179871248,Encoding
17179871249,Security
17179871250,Decoding
17179871251,Protocols
17179871252,Directed graphs
17179871253,Multi-agent systems
17179871254,Eigenvalues and eigenfunctions
17179871255,Distortion
17179871256,Cryptography
17179871257,Vectors
17179871258,Microarchitecture
17179871259,cryptography
17179871260,vulnerability analysis
17179871261,AWS
17179871262,DevOps
17179871263,GSD
17179871264,GSE
17179871265,analysis
17179871266,content analysis' cloud
17179871267,continuous deployment
17179871268,continuous integration
17179871269,education
17179871270,empirical
17179871271,online job postings analysis
17179871272,Collaborative software development
17179871273,Development paradigms
17179871274,Waterfall development
17179871275,Agile development
17179871276,Communication channel formality
17179871277,Hybrid software teams
17179871278,Internet of things
17179871279,Authentication
17179871280,Post-quantum cryptography
17179871281,Lattice-based cryptography
17179871282,Cloud computing
17179871283,Fog computing
17179871284,Fail-safe
17179871285,Ciphers
17179871286,Internet of Things
17179871287,Encryption
17179871288,Schedules
17179871289,Scheduling
17179871290,Cryptography
17179871291,Performance evaluation
17179871292,Throughput
17179871293,Resistance
17179871294,Microcontrollers
17179871295,cryptography
17179871296,information leakage protection
17179871297,mobile application security
17179871298,moving target defense
17179871299,Microservices
17179871300,Technical competences
17179871301,Practitioners profiles
17179871302,Developer roles
17179871303,Stackoverflow
17179871304,Cryptography
17179871305,Encryption
17179871306,Security
17179871307,Data privacy
17179871308,Privacy
17179871309,Receivers
17179871310,Protection
17179871311,Cloud computing
17179871312,Internet of Things
17179871313,Noise
17179871314,Bouncy Castle
17179871315,Cryptography library selection
17179871316,Tink
17179871317,attributes for library evaluation
17179871318,comparative index creation
17179871319,evaluation criteria for library assessment
17179871320,Big data
17179871321,computer security
17179871322,twofish algorithm
17179871323,Protocols
17179871324,Cryptography
17179871325,Neural networks
17179871326,Servers
17179871327,Privacy
17179871328,Data models
17179871329,Computational modeling
17179871330,Polynomials
17179871331,Circuits
17179871332,Symmetric matrices
17179871333,Hardware acceleration
17179871334,NIST
17179871335,Transforms
17179871336,Timing
17179871337,Code-based post-quantum cryptography
17179871338,column-based accumulation
17179871339,hardware accelerator
17179871340,high-throughput
17179871341,permutating-with-power
17179871342,sparse polynomial multiplication (polynomial multiplication over \mathbb {F}_2)
17179871343,N/A
17179871344,Large Language Model
17179871345,Symbolic Execution
17179871346,eBPF
17179871347,FLOSS
17179871348,FLOSS FAQ chatbot
17179871349,OSS
17179871350,black-box reuse
17179871351,conversational agents
17179871352,e-government
17179871353,experience report
17179871354,open source
17179871355,portuguese chatbot
17179871356,Quantum serverless
17179871357,Quantum function-as-a-service
17179871358,Quantum software engineering
17179871359,Hybrid quantum-classical computing
17179871360,Quantum DevOps
17179871361,Quantum cloud computing
17179871362,Chaos
17179871363,Image encryption
17179871364,Privacy-preserving
17179871365,DNA encoding
17179871366,cost
17179871367,cryptographic constant-time
17179871368,secure compilation
17179871369,cryptographic apis
17179871370,developer console
17179871371,focus groups
17179871372,participatory design
17179871373,security warning design
17179871374,software development
17179871375,Software engineering
17179871376,Software architecture reconstruction
17179871377,Execution architecture
17179871378,Architecture connector
17179871379,Hidden weighted bit function
17179871380,Algebraic immunity
17179871381,Nonlinearity
17179871382,BDD-based attack
17179871383,Encryption
17179871384,Standards
17179871385,Cryptography
17179871386,Lattices
17179871387,Receivers
17179871388,Resists
17179871389,Computational modeling
17179871390,Security
17179871391,Edge computing
17179871392,Consumer electronics
17179871393,Encryption
17179871394,Protocols
17179871395,Cryptography
17179871396,Servers
17179871397,Lattice
17179871398,Lattice Basis Reduction
17179871399,Shortest Vector Problem
17179871400,Sieve Algorithm
17179871401,Cryptography
17179871402,DevOps
17179871403,Blockchains
17179871404,Software
17179871405,Software development management
17179871406,InterPlanetary File System
17179871407,Smart contracts
17179871408,Organizations
17179871409,Heuristic algorithms
17179871410,Codes
17179871411,Software engineering
17179871412,Wireless sensor network
17179871413,Security approach
17179871414,Cryptography and sensitive information
17179871415,Complexity theory
17179871416,Hardware
17179871417,Entropy
17179871418,Encryption
17179871419,Software algorithms
17179871420,Side-channel attacks
17179871421,Software
17179871422,Indexes
17179871423,Generators
17179871424,Ciphers
17179871425,Block Ciphering Algorithm
17179871426,Decryption
17179871427,Encryption
17179871428,Feistel cipher
17179871429,Random NumberGenerators (RNGs)
17179871430,S-box
17179871431,Symmetric Cryptography
17179871432,Ansible
17179871433,Chef
17179871434,Puppet
17179871435,devops
17179871436,infrastructure as code
17179871437,intermediate model
17179871438,security smells
17179871439,static analysis
17179871440,continuous performance testing
17179871441,early performance testing
17179871442,modeling
17179871443,performance engineering
17179871444,performance testing
17179871445,queuing theory
17179871446,accounting data
17179871447,financial statement analysis
17179871448,ICT clusters
17179871449,spillover effects
17179871450,Western Balkans
17179871451,C83
17179871452,F21
17179871453,I24
17179871454,J11
17179871455,J21
17179871456,J61
17179871457,Protocols
17179871458,Out of order
17179871459,Cryptography
17179871460,Logic gates
17179871461,Adaptation models
17179871462,Robustness
17179871463,Training
17179871464,Physical unclonable function
17179871465,Authentication
17179871466,Protocols
17179871467,Object recognition
17179871468,Silicon
17179871469,Internet of Things
17179871470,Transistors
17179871471,applied cryptography
17179871472,cryptography curriculum
17179871473,cryptography curriculum for computer science
17179871474,cryptography curriculum for information security
17179871475,cryptography curriculum for mathematics
17179871476,standard cryptography
17179871477,cryptography
17179871478,repositories
17179871479,time lock
17179871480,timed release
17179871481,TOSCA
17179871482,blockchain
17179871483,dApp
17179871484,decentralized applications
17179871485,deployment
17179871486,devops
17179871487,ethereum
17179871488,iac
17179871489,infrastructure-as-code
17179871490,orchestration
17179871491,smart contract
17179871492,Additional Key Words and Phrases: cloud security
17179871493,automated vulnerability mitigation
17179871494,infrastructure as code
17179871495,user misconfiguration errors
17179871496,Biometrics
17179871497,Cryptography
17179871498,Blockchain
17179871499,E-voting system
17179871500,Private key
17179871501,EasyCrypt
17179871502,Jasmin
17179871503,SHA-3
17179871504,high-assurance cryptography
17179871505,indifferentiability
17179871506,Systematic mapping studies
17179871507,Systematic reviews
17179871508,Continuous Software Development
17179871509,Lean
17179871510,Agile
17179871511,DevOps
17179871512,Documentation
17179871513,Cloud computing
17179871514,Software
17179871515,Logic gates
17179871516,Protocols
17179871517,Buildings
17179871518,Internet of Things
17179871519,Performance evaluation
17179871520,Security
17179871521,Authentication
17179871522,Crowdsourcing
17179871523,Sensors
17179871524,Read only memory
17179871525,Hash functions
17179871526,Smart phones
17179871527,Resists
17179871528,Elliptic curve cryptography
17179871529,Costs
17179871530,big ideas of cryptography
17179871531,cryptography education
17179871532,mathematics education
17179871533,task-specific programming
17179871534,unplugged
17179871535,cloud computing
17179871536,course design
17179871537,devops
17179871538,programming education
17179871539,virtualization
17179871540,Data models
17179871541,Computational modeling
17179871542,Privacy
17179871543,Servers
17179871544,Training
17179871545,Data privacy
17179871546,Cryptography
17179871547,Load modeling
17179871548,Accuracy
17179871549,Quantization (signal)
17179871550,Privacy
17179871551,Cloud computing
17179871552,Security
17179871553,Elliptic curve cryptography
17179871554,Computer architecture
17179871555,Computational modeling
17179871556,Vehicle dynamics
17179871557,Secret sharing
17179871558,visual cryptography
17179871559,error correction
17179871560,carrying information
17179871561,decoding
17179871562,API misuse
17179871563,cryptography
17179871564,empirical software engineering
17179871565,Crypto-Agility
17179871566,PQC Migration Management Process (PMMP)
17179871567,Post-Quantum Cryptography (PQC)
17179871568,Holy Quran
17179871569,Data integrity
17179871570,Cryptography
17179871571,Hash function
17179871572,Authentication
17179871573,N/A
17179871574,Pull-based software development
17179871575,pull request
17179871576,merge conflict
17179871577,distributed software development
17179871578,Servers
17179871579,Partial discharges
17179871580,Costs
17179871581,Computational modeling
17179871582,Real-time systems
17179871583,Processor scheduling
17179871584,Energy consumption
17179871585,Electric vehicle charging
17179871586,Vehicle-to-grid
17179871587,Optimization
17179871588,Polynomials
17179871589,Memory management
17179871590,Field programmable gate arrays
17179871591,Iterative methods
17179871592,Hardware
17179871593,Complexity theory
17179871594,Indexes
17179871595,Table lookup
17179871596,Loading
17179871597,Parallel processing
17179871598,DevOps definition
17179871599,DevOps practice
17179871600,Software development method
17179871601,Authentication
17179871602,Vehicular ad hoc networks
17179871603,Privacy
17179871604,Protocols
17179871605,Vehicle dynamics
17179871606,Vectors
17179871607,Quantum computing
17179871608,Security
17179871609,Encryption
17179871610,Cryptography
17179871611,Receivers
17179871612,Privacy
17179871613,Permission
17179871614,Protocols
17179871615,requirements engineering
17179871616,agile development
17179871617,non-functional requirements
17179871618,agile requirements engineering
17179871619,agile documentation
17179871620,Cryptography
17179871621,Lightweight
17179871622,Power consumption
17179871623,Memory
17179871624,Histogram
17179871625,Correlation
17179871626,DevOps
17179871627,CI/CD
17179871628,industry
17179871629,academy
17179871630,software engineering
17179871631,education
17179871632,tools
17179871633,environment
17179871634,Arithmetic
17179871635,Cryptography
17179871636,Computer architecture
17179871637,Polynomials
17179871638,NIST
17179871639,Standards
17179871640,Encapsulation
17179871641,Computers
17179871642,Software algorithms
17179871643,Single instruction multiple data
17179871644,Writing
17179871645,Prediction algorithms
17179871646,Encryption
17179871647,Memory management
17179871648,Hardware
17179871649,Data integrity
17179871650,System-on-chip
17179871651,Cryptography
17179871652,counter propagation neural network
17179871653,symmetric key
17179871654,DevOps team structures
17179871655,DevOps taxonomies
17179871656,Grounded theory
17179871657,Inter-coder agreement
17179871658,N/A
17179871659,agile
17179871660,assessment
17179871661,devops
17179871662,project
17179871663,software engineering course
17179871664,models at run time
17179871665,multi-tenant SaaS
17179871666,operational support
17179871667,run-time variability
17179871668,service lines
17179871669,variability middleware
17179871670,Software quality
17179871671,Software sustainability
17179871672,Digital badges
17179871673,Open science
17179871674,Security
17179871675,Edge computing
17179871676,Public key
17179871677,Industrial Internet of Things
17179871678,Real-time systems
17179871679,Encryption
17179871680,Elliptic curve cryptography
17179871681,Digital Signatures
17179871682,Post-Quantum Cryptography
17179871683,Systems Migration
17179871684,Software
17179871685,Artificial intelligence
17179871686,Business
17179871687,DevOps
17179871688,Software algorithms
17179871689,Testing
17179871690,Planning
17179871691,Encryption
17179871692,Cryptography
17179871693,Keyword search
17179871694,Wireless sensor networks
17179871695,Servers
17179871696,Privacy
17179871697,Cloud computing
17179871698,Security
17179871699,Probabilistic logic
17179871700,Authorization
17179871701,Military communication
17179871702,Security
17179871703,Jamming
17179871704,Wireless communication
17179871705,Phantoms
17179871706,Communication system security
17179871707,Protocols
17179871708,Delays
17179871709,Wireless sensor networks
17179871710,Relays
17179871711,AI
17179871712,DevOps
17179871713,MLOps
17179871714,ethics
17179871715,machine learning
17179871716,requirement engineering
17179871717,responsible AI
17179871718,software architecture
17179871719,software engineering
17179871720,Receivers
17179871721,Drones
17179871722,Autonomous aerial vehicles
17179871723,Point-to-multipoint communications
17179871724,Encryption
17179871725,Costs
17179871726,Vehicle dynamics
17179871727,Smart contracts
17179871728,Heuristic algorithms
17179871729,Elliptic curve cryptography
17179871730,EFail
17179871731,email
17179871732,webassembly
17179871733,cryptography
17179871734,mitigation
17179871735,Post-quantum cryptography
17179871736,hash-based signatures
17179871737,Leighton-Micali Signatures
17179871738,GPU
17179871739,CUDA
17179871740,N/A
17179871741,interview study
17179871742,mlops
17179871743,Logic gates
17179871744,Internet of Things
17179871745,Analytical models
17179871746,Protocols
17179871747,Performance evaluation
17179871748,Quality of service
17179871749,Performance analysis
17179871750,Wireless fidelity
17179871751,Cloud computing
17179871752,Zigbee
17179871753,Ciphers
17179871754,Internet of Things
17179871755,Field programmable gate arrays
17179871756,Hardware
17179871757,Encryption
17179871758,Cryptography
17179871759,Wireless sensor networks
17179871760,Table lookup
17179871761,Throughput
17179871762,Hash functions
17179871763,Cryptography
17179871764,Optical imaging
17179871765,Encryption
17179871766,Stimulated emission
17179871767,Correlation
17179871768,Data integration
17179871769,Termination of employment
17179871770,Linear codes
17179871771,Codes
17179871772,Hamming weight
17179871773,Finite element analysis
17179871774,Sufficient conditions
17179871775,Galois fields
17179871776,Additives
17179871777,Structural rings
17179871778,Polynomials
17179871779,Lattices
17179871780,lightweight cryptography
17179871781,side-channel analysis
17179871782,authenticated ciphers
17179871783,open hardware
17179871784,benchmarking
17179871785,N/A
17179871786,DevOps
17179871787,security
17179871788,software practices
17179871789,survey
17179871790,Cryptography
17179871791,Feature extraction
17179871792,Internet of Things
17179871793,Artificial intelligence
17179871794,Humanities
17179871795,Consumer electronics
17179871796,Deep learning
17179871797,Information integrity
17179871798,Information filtering
17179871799,Data privacy
17179871800,N/A
17179871801,automata without output
17179871802,cryptography
17179871803,cryptosystem
17179871804,finite automata
17179871805,permutation automata
17179871806,weakly invertible automata
17179871807,Outsourcing
17179871808,Cryptography
17179871809,Security
17179871810,Homomorphic encryption
17179871811,Polynomials
17179871812,Data privacy
17179871813,Computational efficiency
17179871814,Protocols
17179871815,Noise
17179871816,Neural networks
17179871817,Encryption technique
17179871818,Rivest–Shamir–Adleman
17179871819,Steganography
17179871820,communication
17179871821,cryptography
17179871822,reverse engineering
17179871823,post-quantum cryptography
17179871824,hardware trojan horses
17179871825,backdoors
17179871826,hardware accelerators
17179871827,GitHub actions
17179871828,empirical study
17179871829,stack overflow
17179871830,CI/CD security
17179871831,Container security
17179871832,DevSecOps
17179871833,Orbits
17179871834,Predictive models
17179871835,Satellites
17179871836,Atmospheric modeling
17179871837,Data models
17179871838,Containers
17179871839,Accuracy
17179871840,Smart devices
17179871841,Blockchains
17179871842,Authentication
17179871843,Industrial Internet of Things
17179871844,Production
17179871845,Performance evaluation
17179871846,Real-time systems
17179871847,Elliptic curves
17179871848,Organizations
17179871849,Elliptic curve cryptography
17179871850,Internet of Things
17179871851,Semantics
17179871852,Energy harvesting
17179871853,Optimization
17179871854,Base stations
17179871855,Resource management
17179871856,Channel allocation
17179871857,Task analysis
17179871858,Cloud computing
17179871859,Transportation
17179871860,Reliability
17179871861,Collaboration
17179871862,Roads
17179871863,Real-time systems
17179871864,Authentication
17179871865,Protocols
17179871866,Security
17179871867,Receivers
17179871868,Internet of Things
17179871869,Physical unclonable function
17179871870,Backscatter
17179871871,Cloud computing
17179871872,Encryption
17179871873,Public key
17179871874,Medical services
17179871875,Servers
17179871876,Clouds
17179871877,Symbols
17179871878,Delays
17179871879,Signal resolution
17179871880,Time-frequency analysis
17179871881,Signal to noise ratio
17179871882,Jitter
17179871883,Clocks
17179871884,Power demand
17179871885,Internet of Things
17179871886,Throughput
17179871887,Location awareness
17179871888,Vectors
17179871889,Trajectory
17179871890,Stress
17179871891,Wireless communication
17179871892,Vehicle dynamics
17179871893,Reliability
17179871894,Event detection
17179871895,Data models
17179871896,Blockchains
17179871897,Big Data
17179871898,Security
17179871899,Privacy
17179871900,Differential privacy
17179871901,Machine learning
17179871902,Three-dimensional displays
17179871903,IP networks
17179871904,Internet of Things
17179871905,System-on-chip
17179871906,Circuit faults
17179871907,Turning
17179871908,Topology
17179871909,Network coding
17179871910,Built-in self-test
17179871911,Network topology
17179871912,Antenna arrays
17179871913,Slot antennas
17179871914,Antennas
17179871915,6G mobile communication
17179871916,Internet of Things
17179871917,Dual band
17179871918,Substrates
17179871919,Resonant frequency
17179871920,Couplings
17179871921,Antenna feeds
17179871922,Internet of Things
17179871923,Energy efficiency
17179871924,Power demand
17179871925,Energy harvesting
17179871926,Batteries
17179871927,Light emitting diodes
17179871928,Smart cities
17179871929,Logic
17179871930,Formal verification
17179871931,Source coding
17179871932,Security
17179871933,Runtime
17179871934,Loading
17179871935,Binary codes
17179871936,Reverse engineering
17179871937,Industrial Internet of Things
17179871938,Workstations
17179871939,NOMA
17179871940,Vectors
17179871941,Time division multiple access
17179871942,Internet of Things
17179871943,Uplink
17179871944,Energy efficiency
17179871945,Reflection
17179871946,Resource management
17179871947,Wireless communication
17179871948,Reconfigurable intelligent surfaces
17179871949,Feature extraction
17179871950,Faces
17179871951,Internet of Things
17179871952,Spatial resolution
17179871953,Adaptation models
17179871954,Superresolution
17179871955,Image reconstruction
17179871956,Face recognition
17179871957,Encoding
17179871958,Data mining
17179871959,Authorization
17179871960,Internet of Things
17179871961,Permission
17179871962,Temperature sensors
17179871963,Engines
17179871964,Real-time systems
17179871965,Generators
17179871966,Temperature measurement
17179871967,Sustainable development
17179871968,Standards
17179871969,NOMA
17179871970,Batteries
17179871971,Internet of Things
17179871972,Reliability
17179871973,Interference cancellation
17179871974,Switches
17179871975,Quality of service
17179871976,Ultra reliable low latency communication
17179871977,Simultaneous wireless information and power transfer
17179871978,Relays
17179871979,Location awareness
17179871980,Fingerprint recognition
17179871981,Accuracy
17179871982,Feature extraction
17179871983,Training
17179871984,Adaptation models
17179871985,Databases
17179871986,Wireless fidelity
17179871987,Bayes methods
17179871988,Support vector machines
17179871989,Internet of Things
17179871990,Optimization
17179871991,Satellites
17179871992,Linear programming
17179871993,Layout
17179871994,Heat pipes
17179871995,Optimization models
17179871996,Search problems
17179871997,Heat sinks
17179871998,Self-assembly
17179871999,LoRa
17179872000,Wireless fidelity
17179872001,Wireless communication
17179872002,Wireless sensor networks
17179872003,Modulation
17179872004,Internet of Things
17179872005,Emulation
17179872006,Internet of Things
17179872007,Resource management
17179872008,Eavesdropping
17179872009,Uplink
17179872010,Security
17179872011,Training
17179872012,Optimization
17179872013,Vectors
17179872014,Quality of service
17179872015,Downlink
17179872016,Relays
17179872017,Internet of Things
17179872018,Resource management
17179872019,Wireless communication
17179872020,Symbols
17179872021,Noise
17179872022,Maximum likelihood decoding
17179872023,Computational complexity
17179872024,Wireless sensor networks
17179872025,Network coding
17179872026,Antennas
17179872027,Bandwidth
17179872028,Impedance
17179872029,Resonant frequency
17179872030,PIN photodiodes
17179872031,Capacitors
17179872032,Matched filters
17179872033,Smart phones
17179872034,Authentication
17179872035,Security
17179872036,Internet of Things
17179872037,Blockchains
17179872038,Touch sensitive screens
17179872039,Heart beat
17179872040,Electronic commerce
17179872041,Wireless sensor networks
17179872042,Consumer electronics
17179872043,Energy efficiency
17179872044,Cloud computing
17179872045,Internet of Things
17179872046,Energy consumption
17179872047,Internet of Things
17179872048,Federated learning
17179872049,Computational modeling
17179872050,6G mobile communication
17179872051,Data models
17179872052,Edge computing
17179872053,Blockchains
17179872054,Performance evaluation
17179872055,Training
17179872056,Collaboration
17179872057,Costs
17179872058,Training
17179872059,Servers
17179872060,Convergence
17179872061,Data models
17179872062,Stochastic processes
17179872063,Error compensation
17179872064,Adaptation models
17179872065,Quantization (signal)
17179872066,Adaptive systems
17179872067,Location awareness
17179872068,Microwave integrated circuits
17179872069,Three-dimensional displays
17179872070,Accuracy
17179872071,Correlation
17179872072,Acoustics
17179872073,Estimation
17179872074,Calibration
17179872075,Position measurement
17179872076,Mobile computing
17179872077,Rectifiers
17179872078,Harmonic analysis
17179872079,Schottky diodes
17179872080,Radio frequency
17179872081,Power system harmonics
17179872082,Wireless sensor networks
17179872083,Probes
17179872084,Impedance
17179872085,Frequency conversion
17179872086,Feeds
17179872087,Wireless sensor networks
17179872088,Clustering algorithms
17179872089,Optimization
17179872090,Smart cities
17179872091,Load management
17179872092,Energy efficiency
17179872093,Energy resources
17179872094,Uplink
17179872095,Internet of Things
17179872096,Proposals
17179872097,Downlink
17179872098,Base stations
17179872099,Telecommunication traffic
17179872100,Space exploration
17179872101,Resource management
17179872102,Reinforcement learning
17179872103,Narrowband
17179872104,Internet of Things
17179872105,Radio frequency
17179872106,Backscatter
17179872107,Batteries
17179872108,Surveys
17179872109,Fading channels
17179872110,Tutorials
17179872111,Medical services
17179872112,Data analysis
17179872113,Decision making
17179872114,Data models
17179872115,Analytical models
17179872116,Time factors
17179872117,Forecasting
17179872118,Energy efficiency
17179872119,Internet of Things
17179872120,Fuzzy systems
17179872121,Linear regression
17179872122,Media Access Control
17179872123,Throughput
17179872124,Delays
17179872125,Monitoring
17179872126,Internet of Things
17179872127,Scalability
17179872128,Analytical models
17179872129,Protocols
17179872130,Sensors
17179872131,IEEE 802.15 Standard
17179872132,Software
17179872133,Internet of Things
17179872134,Real-time systems
17179872135,Ontologies
17179872136,Power system dynamics
17179872137,Dynamic scheduling
17179872138,Computer architecture
17179872139,Robots
17179872140,OWL
17179872141,Manufacturing
17179872142,Wireless sensor networks
17179872143,Wireless communication
17179872144,Reviews
17179872145,Market research
17179872146,Green computing
17179872147,Wireless power transfer
17179872148,Surveys
17179872149,Hidden Markov models
17179872150,Jamming
17179872151,Stochastic processes
17179872152,Control systems
17179872153,Design methodology
17179872154,Adaptation models
17179872155,Transportation
17179872156,Correlation
17179872157,Ciphers
17179872158,Internet of Things
17179872159,Security
17179872160,Search problems
17179872161,Merging
17179872162,Linear approximation
17179872163,Genetic expression
17179872164,Computational modeling
17179872165,Wireless communication
17179872166,Load modeling
17179872167,Data models
17179872168,Privacy
17179872169,Predictive models
17179872170,Data privacy
17179872171,Noise
17179872172,Training
17179872173,Consumer electronics
17179872174,Computational modeling
17179872175,Accuracy
17179872176,Dams
17179872177,Monitoring
17179872178,Artificial intelligence
17179872179,Wireless sensor networks
17179872180,Wireless communication
17179872181,Internet of Things
17179872182,Cloud computing
17179872183,Temperature sensors
17179872184,Vibrations
17179872185,Temperature measurement
17179872186,Resistance heating
17179872187,Heating systems
17179872188,Energy management
17179872189,Costs
17179872190,Consensus algorithm
17179872191,Mathematical models
17179872192,Cogeneration
17179872193,NOMA
17179872194,Array signal processing
17179872195,Internet of Things
17179872196,Optimization
17179872197,Complexity theory
17179872198,Resource management
17179872199,Interference
17179872200,Energy efficiency
17179872201,Accuracy
17179872202,Wireless networks
17179872203,Blockchains
17179872204,Internet of Things
17179872205,Consensus protocol
17179872206,Throughput
17179872207,Memory
17179872208,Clustering algorithms
17179872209,Sorting
17179872210,Channel estimation
17179872211,Backscatter
17179872212,Frequency estimation
17179872213,Oscillators
17179872214,Baseband
17179872215,Symbols
17179872216,Sensors
17179872217,Internet of Things
17179872218,Transforms
17179872219,Transceivers
17179872220,Phase measurement
17179872221,Internet of Things
17179872222,Global navigation satellite system
17179872223,Noise measurement
17179872224,Kinematics
17179872225,Antennas
17179872226,Satellites
17179872227,Global Positioning System
17179872228,Frequency measurement
17179872229,Accuracy
17179872230,Rectifiers
17179872231,Backscatter
17179872232,Sensitivity
17179872233,Voltage
17179872234,Internet of Things
17179872235,Circuits
17179872236,Capacitance
17179872237,Antennas
17179872238,Wireless communication
17179872239,Resistance
17179872240,Protocols
17179872241,Authentication
17179872242,Drones
17179872243,Physical unclonable function
17179872244,Costs
17179872245,Cryptography
17179872246,Computational efficiency
17179872247,Semantics
17179872248,Zero shot learning
17179872249,Visualization
17179872250,Image recognition
17179872251,Transformers
17179872252,Internet of Things
17179872253,Crops
17179872254,Knowledge graphs
17179872255,Real-time systems
17179872256,Cognition
17179872257,Feature extraction
17179872258,Convolution
17179872259,Computational modeling
17179872260,Accuracy
17179872261,Convolutional neural networks
17179872262,Modulation
17179872263,Data mining
17179872264,Load modeling
17179872265,Computational efficiency
17179872266,Internet of Things
17179872267,Software
17179872268,Software algorithms
17179872269,Codes
17179872270,Costs
17179872271,Accuracy
17179872272,Debugging
17179872273,Software testing
17179872274,Malware
17179872275,Feature extraction
17179872276,Telecommunication traffic
17179872277,Operating systems
17179872278,Machine learning
17179872279,Static analysis
17179872280,Security
17179872281,Codes
17179872282,Internet of Things
17179872283,Gray-scale
17179872284,Recommender systems
17179872285,Computational modeling
17179872286,Cognitive systems
17179872287,Consumer electronics
17179872288,Data privacy
17179872289,Data models
17179872290,Security
17179872291,Internet of Things
17179872292,Data models
17179872293,Computational modeling
17179872294,Servers
17179872295,Accuracy
17179872296,Training
17179872297,Image edge detection
17179872298,Feature extraction
17179872299,Data privacy
17179872300,Telecommunication traffic
17179872301,Blockchains
17179872302,NOMA
17179872303,Optimization
17179872304,Reconfigurable intelligent surfaces
17179872305,Internet of Things
17179872306,Autonomous aerial vehicles
17179872307,Radio frequency
17179872308,Telecommunications
17179872309,Vehicular ad hoc networks
17179872310,Security
17179872311,Wireless sensor networks
17179872312,Intrusion detection
17179872313,Wireless communication
17179872314,Convolutional neural networks
17179872315,Computer architecture
17179872316,Deep learning
17179872317,Authentication
17179872318,Machine learning algorithms
17179872319,Security
17179872320,Games
17179872321,Artificial intelligence
17179872322,6G mobile communication
17179872323,5G mobile communication
17179872324,Europe
