DOI,AuthorID
httpsdoiorg101016jrineng2024103392,17179871670
httpsdoiorg101016jrineng2024103683,17179871670
httpsdoiorg101016jrineng2024102705,17179871670
httpsdoiorg101016jrineng2024102829,17179871670
httpsdoiorg101016jjksuci2024101939,17179871732
httpsdoiorg101016jjksuci2024101939,17179871732
httpsdoiorg101016jasej2024102642,17179871732
httpsdoiorg101109TIV20243443316,17179869226
httpsdoiorg101109TBIOM20243446964,17179869280
httpsdoiorg101016jrineng2024103289,17179869600
httpsdoiorg101016jcompag2024108966,17179869793
httpsdoiorg101016jcompag2024108966,17179869793
httpsdoiorg101109TEVC20243484968,17179870245
httpsdoiorg101016jaej202011003,17179870290
httpsdoiorg101109TVT20243453962,17179870290
httpsdoiorg101109TDSC20243446392,17179870523
httpsdoiorg101109TNNLS20243443088,17179870523
httpsdoiorg101109TDSC20243411820,17179870523
httpsdoiorg101109TDSC20243472461,17179870523
httpsdoiorg101109TDSC20243418617,17179870523
httpsdoiorg101109TDSC20243418617,17179870523
httpsdoiorg101016jhcc2023100163,17179870771
httpsdlacmorgdoiproceedings1011453502718,17179870971
httpsdlacmorgdoiproceedings1011453649217,17179870971
httpsdoiorg101016jjss2023111908,17179871063
httpsdoiorg101109JIOT20243477442,17179871466
httpsdoiorg101016jcesys2024100232,17179871692
httpsdoiorg101016jcesys2024100232,17179871692
httpsdoiorg101016jcesys2024100232,17179871692
httpsdoiorg101016jijcha2024101361,17179869720
httpsdoiorg101109TASE20243359356,17179869922
httpsdoiorg101109TBDATA20243403381,17179870014
httpsdoiorg101109JIOT20243502666,17179870014
httpsdoiorg101109TCE20243411606,17179870029
httpsdoiorg101109TCE20243411606,17179870029
httpsdoiorg101109TCE20243411606,17179870029
httpsdoiorg101109TBDATA20233348999,17179870150
httpsdlacmorgdoiproceedings1011453672758,17179870150
httpsdoiorg101109JBHI20243467101,17179870267
httpsdoiorg101016jins2024121587,17179870579
httpsdoiorg101109TAC20243475426,17179870785
httpsdlacmorgdoiproceedings1011453550355,17179870932
httpsdoiorg101016jeij2024100447,17179870944
httpsdoiorg101016jeij2024100447,17179870944
httpsdoiorg101109JIOT20243476149,17179871322
httpsdoiorg101016jjiixd202403004,17179871322
httpsdoiorg101109JIOT20243476149,17179871322
httpsdoiorg101109JIOT20243465891,17179871322
httpsdoiorg101109JIOT20243465891,17179871322
httpsdoiorg101109JIOT20243492074,17179871322
httpsdoiorg101109TDSC20243392299,17179871322
httpsdoiorg101016jjer202308024,17179871678
httpsdlacmorgdoiproceedings1011452933566,17179871820
httpsdoiorg101109TVCG20243431926,17179869554
httpsdoiorg101016jtechfore2024123249,17179869596
httpsdoiorg101016jtechfore2024123249,17179869596
httpsdoiorg101016jtechfore2024123249,17179869596
httpsdoiorg101016jijcha2024101361,17179869715
httpsdoiorg101109TBDATA20243433433,17179870117
httpsdoiorg101109TSUSC20243399754,17179870117
httpsdoiorg101109TNNLS20233323302,17179870262
httpsdoiorg101109TCOMM20243422170,17179870262
httpsdoiorg101109TIV20243362818,17179870262
httpsdlacmorgdoiproceedings1011453669721,17179870277
httpsdoiorg101016jcomcom202404027,17179870614
httpsdoiorg101016jjer202402002,17179870763
httpsdoiorg101016jjer202402002,17179870763
httpsdoiorg101016jjer202402002,17179870763
httpsdoiorg101016jjer202402002,17179870763
httpsdoiorg101016jjer202402002,17179870763
httpsdoiorg101016jjer202402002,17179870763
httpsdoiorg101016jjer202402002,17179870763
httpsdoiorg101016jjer202402002,17179870763
httpsdoiorg101109JIOT20243472029,17179870817
httpsdoiorg101109JIOT20243472029,17179870817
httpsdoiorg101109JIOT20243472029,17179870817
httpsdoiorg101109JIOT20182885652,17179870962
httpsdoiorg101109JIOT20243478784,17179871240
httpsdoiorg101109JIOT20243501354,17179871317
httpsdoiorg101109TCE20243475823,17179871487
httpsdoiorg101016jjechem202410028,17179871594
httpsdoiorg101109TNNLS20243394494,17179869311
httpsdoiorg101109TNNLS20233332400,17179869311
httpsdoiorg101109TAI20243474654,17179869311
httpsdoiorg101109TBME20243442785,17179869311
httpsdoiorg101109TPAMI20243429301,17179869400
httpsdoiorg101016jtechfore2024123249,17179869588
httpsdoiorg101016jtechfore2024123249,17179869588
httpsdoiorg101016jtechfore2024123249,17179869588
httpsdoiorg101016jscib202408039,17179869865
httpsdoiorg101016jscib202408039,17179869865
httpsdoiorg101016jradi202405002,17179869873
httpsdoiorg101109TETCI20243442872,17179870055
httpsdoiorg101109TSUSC20243399754,17179870119
httpsdoiorg101109TNSM20243490734,17179870328
httpsdoiorg101109TIFS20243492792,17179870502
httpsdoiorg101109TDSC20243390761,17179870502
httpsdoiorg101109TCSVT20243490759,17179870502
httpsdoiorg101109TDSC20243390761,17179870502
httpsdlacmorgdoiproceedings1011452884781,17179870992
httpsdoiorg101109TIT20243507278,17179871167
httpsdoiorg101016jjksuci2023101779,17179871615
httpsdoiorg101016jeswa2023123082,17179871615
httpsdoiorg101016jmeasen2023100982,17179871718
httpsdoiorg101109COMST20243437248,17179869374
httpsdoiorg101109COMST20243437248,17179869374
httpsdoiorg101109ACCESS20243434599,17179869495
httpsdoiorg101016jchb2024108419,17179869619
httpsdoiorg101016jchb2024108419,17179869619
httpsdoiorg101016jchb2024108419,17179869620
httpsdoiorg101016jchb2024108419,17179869620
httpsdoiorg101016jtechsoc2024102685,17179869852
httpsdoiorg101109TBDATA20243445372,17179869899
httpsdoiorg101109TCSVT20243495533,17179870105
httpsdoiorg101109OJCOMS20243492914,17179870282
httpsdoiorg101109JIOT20243488076,17179870282
httpsdoiorg101109OJCOMS20243492914,17179870282
httpsdoiorg101109TSC20243453709,17179870282
httpsdoiorg101109JIOT20243483898,17179870331
httpsdoiorg101109JIOT20243483898,17179870331
httpsdoiorg101109JIOT20243464746,17179870417
httpsdoiorg101109TVT20243443103,17179870417
httpsdoiorg101109TIV20243388724,17179870417
httpsdoiorg101109TVT20243443103,17179870417
httpsdoiorg101109TVT20243443103,17179870417
httpsdoiorg101109TVT20243476670,17179871128
httpsdoiorg101109TVT20243476670,17179871128
httpsdoiorg101109TAP20243495984,17179871353
httpsdoiorg101016jjcct202404005,17179871363
httpsdoiorg101016jjcct202404006,17179871363
httpsdoiorg101109COMST20243436082,17179871363
httpsdoiorg101109TSUSC20243380607,17179871383
httpsdoiorg101016jhcc2024100199,17179871763
httpsdoiorg101016jhcc2024100199,17179871763
httpsdoiorg101109TAI20243474654,17179869314
httpsdoiorg101016jcompbiomed2024108950,17179869652
httpsdoiorg101016jcompbiomed2024108950,17179869652
httpsdoiorg101016jcompbiomed2024108950,17179869652
httpsdoiorg101016jcompbiomed2024108950,17179869652
httpsdoiorg101016jatech2024100688,17179869660
httpsdoiorg101016jatech2024100688,17179869660
httpsdoiorg101016jinfoh202405003,17179869699
httpsdoiorg101016jjadr2023100677,17179869751
httpsdlacmorgdoiproceedings1011453544109,17179870319
httpsdoiorg101109JIOT20243484945,17179870852
httpsdoiorg101109TVT20243440396,17179870852
httpsdoiorg101016jfuture202401018,17179870852
httpsdoiorg101016jfuture202401018,17179870852
httpsdoiorg101109JBHI20243505421,17179870852
httpsdlacmorgtoccsur2024567,17179871119
httpsdlacmorgdoiproceedings1011453522664,17179871119
httpsdlacmorgdoiproceedings1011453664646,17179871119
httpsdoiorg101109JIOT20243490661,17179871119
httpsdlacmorgdoiproceedings1011453522664,17179871119
httpsdoiorg101109TBDATA20243394700,17179871251
httpsdoiorg101109TBDATA20243394700,17179871251
httpsdoiorg101109TBDATA20243394700,17179871251
httpsdoiorg101109JIOT20243465219,17179871475
httpsdoiorg101109COMST20243412852,17179869303
httpsdoiorg101109TMC20243468382,17179869303
httpsdoiorg101109ACCESS20243434599,17179869496
httpsdoiorg101109TNNLS20243425060,17179869530
httpsdoiorg101016jaej202411069,17179869631
httpsdoiorg101016jiot2024101248,17179869631
httpsdoiorg101016jrineng2024103277,17179869631
httpsdoiorg101016jecoenv2024116856,17179869631
httpsdoiorg101016jeswa2023122862,17179869631
httpsdoiorg101016jrineng2024103277,17179869631
httpsdoiorg101016jijcha2024101361,17179869719
httpsdoiorg101016jjadr2023100677,17179869728
httpsdoiorg101016jjadr2023100677,17179869728
httpsdoiorg101016jartmed2024102873,17179869817
httpsdoiorg101016jartmed2024102873,17179869817
httpsdoiorg101016jartmed2024102873,17179869817
httpsdoiorg101109JIOT20243468443,17179870514
httpsdoiorg101109JIOT20243468443,17179870514
httpsdoiorg101109TVT20243476670,17179871129
httpsdoiorg101109TVT20243476670,17179871129
httpsdoiorg101016jaej202401043,17179871549
httpsdoiorg101016jrineng2024102409,17179871549
httpsdoiorg101016jrineng2024102409,17179871549
httpsdoiorg101016jrineng2024102409,17179871549
httpsdoiorg101016jclet2024100783,17179871802
httpsdoiorg101016jclet2024100783,17179871802
httpsdoiorg101016jcose2024104112,17179869195
httpsdoiorg101109JBHI20243469630,17179869213
httpsdoiorg101109COMST20243412852,17179869304
httpsdoiorg101109TMC20243468382,17179869304
httpsdoiorg101109COMST20243437248,17179869372
httpsdoiorg101109COMST20243437248,17179869372
httpsdoiorg101109ACCESS20243419838,17179869385
httpsdlacmorgtoccsur2024567,17179870033
httpsdlacmorgdoiproceedings1011453522664,17179870033
httpsdlacmorgdoiproceedings1011453664646,17179870033
httpsdoiorg101109JIOT20243490661,17179870033
httpsdlacmorgdoiproceedings1011453522664,17179870033
httpsdoiorg101109TNNLS20233330328,17179870161
httpsdoiorg101109JBHI20243478809,17179870189
httpsdoiorg101109TETCI20243404004,17179870189
httpsdoiorg101109TCE20243476969,17179870465
httpsdoiorg101016jjii2024100593,17179870694
httpsdoiorg101016jjer202402002,17179870766
httpsdoiorg101016jjer202402002,17179870766
httpsdoiorg101016jjer202402002,17179870766
httpsdoiorg101016jjer202402002,17179870766
httpsdoiorg101016jjer202402002,17179870766
httpsdoiorg101016jjer202402002,17179870766
httpsdoiorg101016jjer202402002,17179870766
httpsdoiorg101016jjer202402002,17179870766
httpsdlacmorgdoiproceedings1011453550355,17179870931
httpsdoiorg101109JIOT20243490794,17179871284
httpsdoiorg101109TCOMM20243506919,17179871284
httpsdoiorg101109TWC20243493240,17179871304
httpsdoiorg101109MNET20243420166,17179871304
httpsdoiorg101109TCCN20243431925,17179871304
httpsdoiorg101109TIV20243388724,17179871304
httpsdoiorg101109TCOMM20243461574,17179871304
httpsdoiorg101016jaej202311015,17179871609
httpsdoiorg101016jiot2024101197,17179871770
httpsdoiorg101109COMST20243412852,17179869305
httpsdoiorg101109JBHI20243381047,17179869443
httpsdoiorg101109ACCESS20243434599,17179869494
httpsdoiorg101109TCOMM20243443729,17179869930
httpsdoiorg101109TAP20243444316,17179869930
httpsdoiorg101109JLT20243450581,17179869930
httpsdoiorg101109TAP20243503915,17179869930
httpsdoiorg101109TNET20243466245,17179870555
httpsdoiorg101109TNET20243445274,17179870555
httpsdoiorg101109TNSM20243456229,17179870555
httpsdoiorg101109TNET20243503758,17179870555
httpsdoiorg101109TC20243483631,17179871054
httpsdoiorg101109TMC20243464494,17179871417
httpsdoiorg101109TMC20243464494,17179871417
httpsdoiorg101016jjechem202410028,17179871598
httpsdoiorg101016jjechem202410028,17179871598
httpsdoiorg101109TPAMI20243485775,17179869316
httpsdoiorg101109JBHI20243381047,17179869440
httpsdoiorg101016jinffus2024102369,17179869644
httpsdoiorg101016jijpe2024109411,17179869765
httpsdoiorg101016jijpe2024109411,17179869765
httpsdlacmorgdoiproceedings1011453664646,17179870031
httpsdoiorg101109JLT20243481465,17179870550
httpsdoiorg101016jjksuci2024102031,17179870550
httpsdoiorg101016jjksuci2024102031,17179870550
httpsdlacmorgdoiproceedings1011453331453,17179870550
httpsdoiorg101016jjksuci2024102031,17179870550
httpsdoiorg101016jjksuci2024102031,17179870550
httpsdlacmorgdoiproceedings1011453319535,17179870949
httpsdlacmorgdoiproceedings1011453460120,17179870949
httpsdlacmorgdoiproceedings1011452382196,17179870949
httpsdoiorg101109TCE20243460753,17179871228
httpsdoiorg101016jrineng2024102409,17179871552
httpsdoiorg101016jjoitmc202301003,17179871564
httpsdoiorg101016jchb2024108495,17179869188
httpsdoiorg101109TSC20243466848,17179869300
httpsdoiorg101109TITS20243484452,17179869485
httpsdoiorg101016jijcha2024101361,17179869714
httpsdoiorg101016jijcha2024101361,17179869714
httpsdoiorg101016jtelpol2024102741,17179869796
httpsdoiorg101016jtelpol2024102741,17179869796
httpsdoiorg101016jhcc2024100227,17179869840
httpsdoiorg101109TCOMM20243450600,17179869903
httpsdoiorg101109JIOT20243472019,17179869903
httpsdlacmorgtocdgovjustaccepted,17179870087
httpsdoiorg101109TVT20243492349,17179870176
httpsdoiorg101109TEVC20233296488,17179870176
httpsdoiorg101109JIOT20243492716,17179870176
httpsdoiorg101109TSG20243498945,17179870176
httpsdlacmorgdoiproceedings1011453482632,17179870176
httpsdoiorg101109JSEN20243494745,17179870176
httpsdoiorg101109TVT20243492349,17179870176
httpsdoiorg101109TNSE20243507956,17179870176
httpsdoiorg101109TVLSI20243458872,17179870833
httpsdlacmorgtoctecs2025241,17179870833
httpsdoiorg101109TCSII20243458871,17179870833
httpsdlacmorgdoiproceedings1011452899415,17179870974
httpsdoiorg101109TCSII20243457494,17179871023
httpsdoiorg101109TCSI20243483229,17179871023
httpsdoiorg101109TVLSI20243465010,17179871023
httpsdoiorg101109TCSII20243454024,17179871023
httpsdlacmorgdoiproceedings1011452677855,17179871061
httpsdoiorg101109JIOT20243464646,17179871213
httpsdoiorg101109TBCAS20243423366,17179871238
httpsdoiorg101109TCE20243438841,17179871323
httpsdoiorg101109JIOT20243465891,17179871323
httpsdoiorg101109JIOT20243465891,17179871323
httpsdoiorg101109TCSVT20243495825,17179871699
httpsdoiorg101016jcomnet2024110343,17179871699
httpsdoiorg101016jcomnet2024110343,17179871699
httpsdoiorg101109MDAT20243490405,17179871699
httpsdoiorg101109JBHI20243469630,17179869212
httpsdoiorg101109TVLSI20243486368,17179869254
httpsdoiorg101109TVLSI20243469217,17179869254
httpsdoiorg101016jtechfore2024123249,17179869595
httpsdoiorg101016jtechfore2024123249,17179869595
httpsdoiorg101016jjphs202305004,17179869782
httpsdoiorg101016jcaeai2023100127,17179869810
httpsdoiorg101109TBDATA20243442549,17179869974
httpsdoiorg101109JIOT20243470891,17179870021
httpsdoiorg101109JBHI20243408215,17179870021
httpsdoiorg101016jegyr202307035,17179870021
httpsdoiorg101109JBHI20243496294,17179870021
httpsdoiorg101109TSC20243478841,17179870021
httpsdoiorg101109JIOT20192919562,17179870021
httpsdoiorg101109TFUZZ20243395488,17179870021
httpsdoiorg101109TNNLS20243367940,17179870021
httpsdoiorg101109TCBB20182868088,17179870021
httpsdoiorg101109JIOT20243470891,17179870021
httpsdoiorg101109JBHI20243496294,17179870021
httpsdoiorg101109LAWP20243502256,17179870050
httpsdoiorg101109JIOT20243492074,17179870365
httpsdoiorg101109TCE20243436686,17179870415
httpsdoiorg101016jdcan202411001,17179870637
httpsdoiorg101016jdcan202411001,17179870637
httpsdoiorg101016jdcan202411001,17179870637
httpsdoiorg101016jdcan202411001,17179870637
httpsdoiorg101109TDSC20243497965,17179870738
httpsdoiorg101016jbcra2024100213,17179870738
httpsdlacmorgdoiproceedings1011453664476,17179871100
httpsdoiorg101016jaej202407054,17179871575
httpsdoiorg101016jaej202407054,17179871575
httpsdoiorg101016jhcc2023100132,17179871768
httpsdoiorg101109JIOT20243468443,17179871768
httpsdoiorg101016jhcc2024100199,17179871768
httpsdoiorg101109JIOT20243468443,17179871768
httpsdoiorg101016jhcc2024100199,17179871768
httpsdoiorg101109ACCESS20202990949,17179869214
httpsdoiorg101109ACCESS20202990949,17179869214
httpsdoiorg101109TIV20243443316,17179869227
httpsdoiorg101109TIV20233322099,17179869243
httpsdoiorg101109TSUSC20243503712,17179869295
httpsdoiorg101109TSUSC20243503712,17179869295
httpsdoiorg101016jjksuci2023101871,17179869295
httpsdoiorg101109TMM20243443613,17179869295
httpsdoiorg101109JBHI20243381047,17179869447
httpsdoiorg101016jchb2024108419,17179869604
httpsdoiorg101016jchb2024108419,17179869604
httpsdoiorg101109TBDATA20243378090,17179869910
httpsdoiorg101109TCSVT20243470996,17179869910
httpsdoiorg101109TNSM20243441231,17179870097
httpsdoiorg101109TNSM20243441231,17179870097
httpsdoiorg101109TBDATA20243423677,17179870219
httpsdoiorg101109TBDATA20243423677,17179870219
httpsdoiorg101109JIOT20243483898,17179870329
httpsdoiorg101109JIOT20243483898,17179870329
httpsdoiorg101016jtechfore2024123328,17179870476
httpsdoiorg101016jjksuci201802006,17179870998
httpsdoiorg101109JIOT20243476973,17179871432
httpsdoiorg101016jeij2024100488,17179871624
httpsdoiorg101016jjksuci2024101939,17179871726
httpsdoiorg101016jjksuci2024101939,17179871726
httpsdoiorg101016jasej2024102642,17179871726
httpsdoiorg101016jasej2024102777,17179871726
httpsdoiorg101016jrineng2024103130,17179871841
httpsdoiorg101016jrineng2024103130,17179871841
httpsdoiorg101016jjestch2024101616,17179871841
httpsdoiorg101109TCE20243472468,17179869220
httpsdlacmorgdoiproceedings1011453579856,17179869220
httpsdoiorg101109TNSM20243447411,17179869220
httpsdoiorg101016jsolener2023111921,17179869220
httpsdoiorg101109JIOT20243465519,17179869220
httpsdoiorg101016jdcan202408013,17179869220
httpsdoiorg101109TCE20243472468,17179869220
httpsdoiorg101109MPOT20243470344,17179869369
httpsdoiorg101109MPOT20243433888,17179869369
httpsdoiorg101109TASE20243466791,17179869438
httpsdoiorg101016jartmed2024102873,17179869820
httpsdoiorg101016jartmed2024102873,17179869820
httpsdoiorg101016jartmed2024102873,17179869820
httpsdoiorg101109TDSC20243446864,17179870206
httpsdoiorg101109JBHI20243482853,17179870206
httpsdoiorg101109OJCOMS20243473891,17179870206
httpsdoiorg101109TFUZZ20243400861,17179870206
httpsdoiorg101109JSSC20243472023,17179870206
httpsdoiorg101109OJCS20243497335,17179870206
httpsdoiorg101109TPAMI20243498035,17179870206
httpsdoiorg101109MCE20243444312,17179870206
httpsdoiorg101109MCE20243444312,17179870206
httpsdoiorg101109JIOT20243466905,17179870206
httpsdoiorg101109TVT20243485017,17179870206
httpsdoiorg101109TR20243447706,17179870206
httpsdlacmorgdoiproceedings1011453297662,17179870303
httpsdlacmorgdoiproceedings1055553307494,17179870303
httpsdoiorg101016jipm2023103577,17179870451
httpsdoiorg101016jipm2023103577,17179870451
httpsdoiorg101016jipm2024103746,17179870451
httpsdoiorg101016jipm2024103746,17179870451
httpsdoiorg101016jinfsof2023107378,17179870566
httpsdoiorg101109TSE20243427321,17179870570
httpsdoiorg101109TDSC20233242134,17179870915
httpsdoiorg101109TDSC20233242134,17179870915
httpsdlacmorgdoiproceedings1011452962695,17179871029
httpsdoiorg101109JIOT20243485654,17179871090
httpsdoiorg101109TVT20243457749,17179871090
httpsdoiorg101109TDSC20243432769,17179871090
httpsdlacmorgdoiproceedings1011453664476,17179871096
httpsdoiorg101109TCSII20243483214,17179871154
httpsdoiorg101109TCSII20243483214,17179871154
httpsdoiorg101016jdcan202402007,17179871326
httpsdoiorg101109TCE20243411606,17179871326
httpsdoiorg101109TCE20243411606,17179871326
httpsdoiorg101109TCE20243411606,17179871326
httpsdoiorg101109ACCESS20223207751,17179871369
httpsdoiorg101109TCE20243472054,17179869297
httpsdoiorg101109TBDATA20243404104,17179869578
httpsdoiorg101109JIOT20243491854,17179869578
httpsdoiorg101109TGRS20243407095,17179869578
httpsdoiorg101016jcompbiomed2024109315,17179869628
httpsdlacmorgtoctiis2024144,17179870005
httpsdlacmorgtoctiisjustaccepted,17179870005
httpsdlacmorgdoiproceedings1011453665601,17179870008
httpsdoiorg101109TGCN20243451513,17179870447
httpsdoiorg101109TASE20243456239,17179870447
httpsdoiorg101109TASE20243456239,17179870447
httpsdoiorg101109JIOT20243503371,17179871256
httpsdoiorg101109TNSM20243469374,17179871293
httpsdoiorg101109MNET20243482273,17179871644
httpsdoiorg101109TVT20243477925,17179871644
httpsdoiorg101109TPAMI20243475583,17179871644
httpsdoiorg101016jdcan202411001,17179871644
httpsdoiorg101016jdcan202411001,17179871644
httpsdlacmorgdoiproceedings1011452897937,17179871851
httpsdoiorg101109MM20243423692,17179869347
httpsdoiorg101109TBDATA20243387311,17179869779
httpsdoiorg101016jjphs202305004,17179869779
httpsdoiorg101016jscib202408039,17179869868
httpsdoiorg101016jscib202408039,17179869868
httpsdoiorg101109TCOMM20243450600,17179869904
httpsdoiorg101109TBDATA20243489427,17179869920
httpsdoiorg101109TBDATA20243460532,17179869920
httpsdoiorg101109TBDATA20243460537,17179869920
httpsdoiorg101109TBDATA20243409947,17179869920
httpsdoiorg101109TNNLS20233329249,17179869983
httpsdoiorg101109JIOT20243487800,17179869983
httpsdoiorg101016jcomnet2024110343,17179869983
httpsdoiorg101109TNNLS20233329249,17179869983
httpsdoiorg101109TCOMM20243450605,17179869983
httpsdoiorg101109TASE20243488692,17179869983
httpsdoiorg101109MNET20243454117,17179869983
httpsdoiorg101016jcomnet2024110343,17179869983
httpsdoiorg101109TIV20243397645,17179869983
httpsdoiorg101109JSEN20243394572,17179870078
httpsdoiorg101109TNNLS20243475216,17179870078
httpsdoiorg101109JESTPE20182838144,17179870078
httpsdoiorg101109TNNLS20243467338,17179870078
httpsdoiorg101109TVT20243432553,17179870346
httpsdoiorg101016jfuture202302008,17179870373
httpsdoiorg101109OJCS20243497335,17179870373
httpsdoiorg101016jjag2024104271,17179870430
httpsdoiorg101016jjag2024104271,17179870430
httpsdoiorg101109TNSM20243469374,17179870540
httpsdoiorg101109JIOT20243498329,17179870540
httpsdoiorg101016jasej2023102362,17179870731
httpsdoiorg101016jijinfomgt2024102806,17179870748
httpsdlacmorgdoiproceedings1011453603781,17179870807
httpsdlacmorgdoiproceedings1011453313831,17179870869
httpsdlacmorgdoiproceedings1011453377644,17179870884
httpsdlacmorgdoiproceedings1011453663529,17179871011
httpsdlacmorgtocpacmse20241FSE,17179871011
httpsdlacmorgtoctosem2023322,17179871011
httpsdoiorg101109TDSC20243473695,17179871392
httpsdoiorg101109TASE20243375339,17179871392
httpsdoiorg101109TIFS20243492792,17179871392
httpsdoiorg101109JIOT20243491362,17179871392
httpsdoiorg101109JIOT20243491362,17179871392
httpsdoiorg101109TASE20243375339,17179871392
httpsdoiorg101109TTE20243424558,17179871392
httpsdoiorg101109JSEN20243499359,17179871392
httpsdoiorg101109TNNLS20213093419,17179871392
httpsdoiorg101109TCE20243475823,17179871490
httpsdoiorg101016jcose2024104112,17179869198
httpsdoiorg101109TCE20243499959,17179869222
httpsdoiorg101109TCE20243412678,17179869222
httpsdoiorg101109TCE20243472468,17179869222
httpsdoiorg101109MCE20243482712,17179869222
httpsdoiorg101109TCE20243419784,17179869222
httpsdoiorg101109TSC20243404347,17179869222
httpsdoiorg101109JIOT20243465519,17179869222
httpsdoiorg101109TCE20243472468,17179869222
httpsdoiorg101109TFUZZ20243494243,17179869222
httpsdoiorg101109TVLSI20243469217,17179869255
httpsdoiorg101109TAI20243461633,17179869467
httpsdoiorg101016jcsbj202408011,17179869687
httpsdoiorg101016jcsbj202408011,17179869687
httpsdoiorg101016jjadr2023100677,17179869743
httpsdoiorg101109JIOT20243483809,17179869934
httpsdoiorg101109JIOT20243483809,17179869934
httpsdoiorg101109TETCI20243406422,17179869990
httpsdoiorg101109TBDATA20243403371,17179870242
httpsdoiorg101016jhcc2024100281,17179870298
httpsdoiorg101016jinfsof2023107378,17179870564
httpsdoiorg101016jmarpol2023105724,17179870596
httpsdoiorg101016jmarpol2023105724,17179870596
httpsdoiorg101016jbcra2022100067,17179870692
httpsdlacmorgdoiproceedings1011453550355,17179870934
httpsdoiorg101109TCE20243467010,17179870970
httpsdoiorg101016jeij2024100474,17179870970
httpsdoiorg101016jeij2024100474,17179870970
httpsdoiorg101109TCE20243467010,17179870970
httpsdoiorg101109TCE20243473930,17179870970
httpsdoiorg101109TVT20243454472,17179870970
httpsdoiorg101016jjss2023111908,17179871067
httpsdoiorg101109TNSM20243462746,17179871442
httpsdoiorg101109TNSM20243462746,17179871442
httpsdoiorg101016jgce202409001,17179871455
httpsdoiorg101109JIOT20243471770,17179871455
httpsdoiorg101109TNANO20182828302,17179871507
httpsdlacmorgdoiproceedings1011453335484,17179871622
httpsdoiorg101016jmeasen2023100884,17179871653
httpsdoiorg101016jcaeai2024100211,17179869857
httpsdoiorg101109TPAMI20243392013,17179869896
httpsdoiorg101109TBDATA20233348999,17179870148
httpsdoiorg101109MIC20243502631,17179870313
httpsdoiorg101109MIC20243502631,17179870313
httpsdoiorg101109TIV20243414140,17179870313
httpsdoiorg101109TVT20243443103,17179870418
httpsdoiorg101109TIV20243388724,17179870418
httpsdoiorg101016jjii2024100593,17179870418
httpsdoiorg101109TVT20243443103,17179870418
httpsdoiorg101109TVT20243443103,17179870418
httpsdoiorg101016jelerap2024101461,17179870530
httpsdoiorg101016jjksuci2024102184,17179870617
httpsdoiorg101016jjksuci2024102184,17179870617
httpsdoiorg101016jdcan202411001,17179870639
httpsdoiorg101016jdcan202411001,17179870639
httpsdoiorg101016jdcan202411001,17179870639
httpsdoiorg101016jdcan202411001,17179870639
httpsdoiorg101016jeij2024100447,17179870938
httpsdoiorg101016jeij2024100447,17179870938
httpsdlacmorgdoiproceedings1011453655693,17179870994
httpsdoiorg101016jicte202103007,17179871047
httpsdoiorg101016jjss2023111908,17179871064
httpsdoiorg101109TCSVT20243459024,17179871159
httpsdoiorg101109TIT20243507278,17179871168
httpsdoiorg101109TMC20243488728,17179871198
httpsdoiorg101109TNSE20243493053,17179871198
httpsdoiorg101109TMC20243488728,17179871198
httpsdoiorg101109MNET20243503660,17179871198
httpsdoiorg101109JIOT20243474776,17179871198
httpsdoiorg101109TII20243477563,17179871198
httpsdoiorg101109TC20243483631,17179871198
httpsdlacmorgtoctecs2022212,17179871198
httpsdoiorg101109TDSC20243481433,17179871262
httpsdoiorg101109TSC20243433529,17179871262
httpsdoiorg101109JIOT20243476973,17179871427
httpsdoiorg101016jdcan202411001,17179871640
httpsdoiorg101016jdcan202411001,17179871640
httpsdoiorg101016jdcan202411001,17179871640
httpsdoiorg101016jdcan202411001,17179871640
httpsdoiorg101016jcomnet2024110343,17179871700
httpsdoiorg101109TNNLS20243431871,17179871700
httpsdoiorg101109TDSC20243428549,17179871700
httpsdoiorg101109TMM20243408038,17179871700
httpsdoiorg101016jcomnet2024110343,17179871700
httpsdoiorg101016jeswa2023122862,17179871806
httpsdoiorg101016jrineng2024103130,17179871845
httpsdoiorg101016jjestch2024101616,17179871845
httpsdoiorg101109TVT20243357492,17179869322
httpsdoiorg101016jcsbj202408011,17179869683
httpsdoiorg101016jijcha2024101361,17179869717
httpsdoiorg101016jjadr2023100677,17179869738
httpsdoiorg101016jjadr2023100677,17179869738
httpsdoiorg101109TBDATA20243403381,17179870013
httpsdoiorg101109TBDATA20243489412,17179870129
httpsdoiorg101109JBHI20243478809,17179870190
httpsdoiorg101109JIOT20243468733,17179870289
httpsdoiorg101109JIOT20243468733,17179870289
httpsdoiorg101109JIOT20243468733,17179870289
httpsdoiorg101109TCE20243439437,17179870289
httpsdoiorg101016jeij2024100474,17179870965
httpsdoiorg101016jaej202410116,17179870965
httpsdoiorg101109TCE20243473930,17179870965
httpsdoiorg101016jrineng2024102626,17179871674
httpsdlacmorgdoiproceedings1011453125571,17179871734
httpsdoiorg101109TITS20243484452,17179869484
httpsdoiorg101016jaej202411069,17179869633
httpsdoiorg101016jaej202411069,17179869633
httpsdoiorg101016jrineng2024103277,17179869633
httpsdoiorg101016jrineng2024103277,17179869633
httpsdoiorg101016jecoenv2024116856,17179869633
httpsdoiorg101016jrineng2024103277,17179869633
httpsdoiorg101016jrineng2024103277,17179869633
